zip,year,count,process_time
11102,2010,352,5.564488636
11102,2011,1335,5.947940075
11102,2012,1314,6.058828006
11102,2013,1572,6.620038168
11102,2014,2531,6.103674437
11102,2015,2949,8.401390302
11102,2016,3345,8.852944694
11102,2017,3816,7.044863732
11102,2018,3680,8.534918478
11103,2010,404,4.405445545
11103,2011,1626,5.748154982
11103,2012,1842,6.163626493
11103,2013,2069,6.764137264
11103,2014,3005,6.51687188
11103,2015,3598,8.560172318
11103,2016,3476,9.449309551
11103,2017,4067,7.239906565
11103,2018,4643,8.439478785
11104,2010,237,4.862869198
11104,2011,898,5.457906459
11104,2012,860,7.450697674
11104,2013,1067,6.919400187
11104,2014,1327,8.984853052
11104,2015,2014,10.14424032
11104,2016,1870,11.12700535
11104,2017,2078,10.11982676
11104,2018,1685,11.01198813
11105,2010,326,5.452147239
11105,2011,1267,5.78468824
11105,2012,1155,5.606233766
11105,2013,1530,6.350065359
11105,2014,1889,6.274748544
11105,2015,2331,8.326254826
11105,2016,2452,9.308238173
11105,2017,3214,6.920379589
11105,2018,2817,8.438196663
11106,2010,578,5.479411765
11106,2011,1560,5.699935897
11106,2012,1815,6.147823691
11106,2013,2297,6.152677405
11106,2014,2906,6.264177564
11106,2015,3322,8.291902468
11106,2016,3804,9.295399579
11106,2017,4153,7.149602697
11106,2018,3415,7.981259151
11109,2010,1,1.7
11109,2011,35,5.225714286
11109,2012,28,5.996428571
11109,2013,62,5.791935484
11109,2014,87,8.225287356
11109,2015,115,8.149565217
11109,2016,69,9.585507246
11109,2017,173,9.269942197
11109,2018,201,9.902487562
11201,2010,503,5.288071571
11201,2011,1627,6.025015366
11201,2012,1684,5.814073634
11201,2013,2387,5.55320486
11201,2014,3165,5.49093207
11201,2015,3713,6.861971452
11201,2016,4299,6.585764131
11201,2017,4728,6.079906937
11201,2018,5304,6.05989819
11203,2010,692,5.649421965
11203,2011,3043,6.420966152
11203,2012,3394,7.171891573
11203,2013,3455,6.84593343
11203,2014,4561,7.34707301
11203,2015,4987,6.710968518
11203,2016,6019,7.114786509
11203,2017,6909,6.744637429
11203,2018,6038,8.683189798
11204,2010,551,5.511252269
11204,2011,2188,6.063893967
11204,2012,2773,6.216408222
11204,2013,2727,5.39556289
11204,2014,3346,6.125851763
11204,2015,4067,6.427022375
11204,2016,5256,6.601997717
11204,2017,5999,5.981963661
11204,2018,6809,4.785019827
11205,2010,320,5.76875
11205,2011,1442,5.954646325
11205,2012,1595,6.199059561
11205,2013,2458,5.822050448
11205,2014,3307,5.994950106
11205,2015,3798,6.621432333
11205,2016,8835,6.95868704
11205,2017,6050,5.113785124
11205,2018,5907,5.796783477
11206,2010,695,5.520719424
11206,2011,2706,6.079822616
11206,2012,3198,6.59315197
11206,2013,4098,6.431307955
11206,2014,6301,6.313585145
11206,2015,7456,7.423524678
11206,2016,7622,6.960823931
11206,2017,7907,5.974415075
11206,2018,7914,6.60446045
11207,2010,828,5.358816425
11207,2011,3218,6.013393412
11207,2012,3440,6.356831395
11207,2013,4088,6.439261252
11207,2014,5482,6.975775265
11207,2015,6989,7.048461869
11207,2016,7648,7.706851464
11207,2017,8475,7.256
11207,2018,8277,6.66640087
11208,2010,724,6.231077348
11208,2011,3098,6.494222079
11208,2012,3108,6.022490347
11208,2013,4206,6.228174037
11208,2014,5311,7.107192619
11208,2015,6494,7.516476748
11208,2016,7715,8.188152949
11208,2017,9852,7.204709704
11208,2018,9205,6.651754481
11209,2010,612,5.042320261
11209,2011,2206,4.910471442
11209,2012,2149,6.050860866
11209,2013,2478,6.25645682
11209,2014,4379,6.755172414
11209,2015,5260,5.695494297
11209,2016,6752,7.447334123
11209,2017,7725,7.312220065
11209,2018,6203,7.158439465
11210,2010,548,5.431934307
11210,2011,2264,6.43635159
11210,2012,2277,8.059683794
11210,2013,2399,7.594539391
11210,2014,3503,7.27990294
11210,2015,3828,8.792371996
11210,2016,4631,8.728179659
11210,2017,4755,9.057939012
11210,2018,4893,8.551175148
11211,2010,981,5.464729867
11211,2011,4001,6.237190702
11211,2012,3627,5.84516129
11211,2013,3564,5.896071829
11211,2014,5164,6.347405112
11211,2015,6636,7.203013864
11211,2016,6827,6.843752746
11211,2017,7557,6.217678973
11211,2018,7011,5.736471259
11212,2010,715,5.416783217
11212,2011,3108,5.910907336
11212,2012,3181,7.453725244
11212,2013,3301,6.734989397
11212,2014,3477,6.123756112
11212,2015,4240,5.822146226
11212,2016,5213,6.876769614
11212,2017,5563,6.783498113
11212,2018,5301,6.777777778
11213,2010,542,5.208856089
11213,2011,2308,6.100953206
11213,2012,2427,6.574165637
11213,2013,3041,7.10822098
11213,2014,4597,7.034435501
11213,2015,5380,7.533215613
11213,2016,5430,7.277587477
11213,2017,6435,6.968049728
11213,2018,5508,7.979357298
11214,2010,710,5.791971831
11214,2011,2227,6.448450831
11214,2012,2258,6.82023915
11214,2013,2546,5.924234093
11214,2014,3670,6.48746594
11214,2015,4511,6.523165595
11214,2016,5971,6.557796014
11214,2017,7287,6.402099629
11214,2018,7106,4.694356882
11215,2010,561,5.74171123
11215,2011,1984,6.309627016
11215,2012,2076,8.071531792
11215,2013,2505,6.59756487
11215,2014,3532,6.270385051
11215,2015,3920,6.238061224
11215,2016,4437,7.215776426
11215,2017,5129,7.067167089
11215,2018,4958,7.265268253
11216,2010,487,4.780903491
11216,2011,2309,5.017496752
11216,2012,2788,5.474605452
11216,2013,3576,5.668036913
11216,2014,5521,5.308838978
11216,2015,6379,5.695171657
11216,2016,7089,6.161842291
11216,2017,6868,5.989749563
11216,2018,5389,8.112005938
11217,2010,496,5.53891129
11217,2011,2153,5.5510915
11217,2012,1919,7.072120896
11217,2013,2479,5.913069786
11217,2014,2834,5.22554693
11217,2015,3658,5.337479497
11217,2016,4867,5.181877954
11217,2017,5737,5.049032595
11217,2018,4370,5.895263158
11218,2010,608,5.199671053
11218,2011,2168,6.244880074
11218,2012,2323,6.938915196
11218,2013,3260,6.145705521
11218,2014,4393,6.658729797
11218,2015,5387,7.511100798
11218,2016,5614,7.626683292
11218,2017,6998,7.788125179
11218,2018,5361,8.683566499
11219,2010,466,5.434334764
11219,2011,1616,5.869554455
11219,2012,1603,7.064316906
11219,2013,1853,6.050782515
11219,2014,3110,6.430289389
11219,2015,4239,6.691365888
11219,2016,4773,7.158139535
11219,2017,4898,7.45436913
11219,2018,4127,7.788320814
11220,2010,650,5.430461538
11220,2011,2304,6.055164931
11220,2012,2397,7.254484773
11220,2013,2864,6.130167598
11220,2014,4276,7.33650608
11220,2015,5968,8.629457105
11220,2016,6481,9.514257059
11220,2017,7305,8.765489391
11220,2018,6896,8.258845708
11221,2010,592,5.229222973
11221,2011,2480,5.94483871
11221,2012,3090,7.004012945
11221,2013,3751,6.109837377
11221,2014,5600,6.267357143
11221,2015,7056,6.626162132
11221,2016,8334,6.534701224
11221,2017,9202,6.021310585
11221,2018,8608,6.834223978
11222,2010,358,5.240782123
11222,2011,1360,4.792132353
11222,2012,1522,4.343955322
11222,2013,1972,4.489148073
11222,2014,2631,4.668567085
11222,2015,3028,5.626717305
11222,2016,3842,6.343414888
11222,2017,4483,6.422038813
11222,2018,4007,6.205315698
11223,2010,586,6.075938567
11223,2011,2474,7.194462409
11223,2012,2756,7.899238026
11223,2013,3110,6.849742765
11223,2014,3880,7.675953608
11223,2015,4932,8.227027575
11223,2016,5420,8.698616236
11223,2017,6726,7.872584002
11223,2018,7102,6.524443819
11224,2010,219,6.230136986
11224,2011,833,6.560264106
11224,2012,710,6.852957746
11224,2013,748,7.626470588
11224,2014,1584,7.550820707
11224,2015,1793,8.49498048
11224,2016,1975,9.166329114
11224,2017,2080,10.01932692
11224,2018,1972,8.540922921
11225,2010,624,5.321634615
11225,2011,2299,6.757894737
11225,2012,2658,6.434085779
11225,2013,3776,7.279502119
11225,2014,3856,8.496784232
11225,2015,5094,8.325539851
11225,2016,5442,8.185961044
11225,2017,6956,7.415368028
11225,2018,6584,8.116722357
11226,2010,1232,5.667532468
11226,2011,4568,6.453327496
11226,2012,6090,8.193004926
11226,2013,6366,7.880411561
11226,2014,8348,7.419082415
11226,2015,9616,8.536231281
11226,2016,10224,8.760093897
11226,2017,11544,8.054183992
11226,2018,10666,8.507669229
11228,2010,293,5.179863481
11228,2011,924,5.54534632
11228,2012,870,6.272298851
11228,2013,1093,5.654986276
11228,2014,1855,6.28032345
11228,2015,2413,5.98864484
11228,2016,3685,6.478127544
11228,2017,4827,6.318375803
11228,2018,4221,5.66053068
11229,2010,834,5.78441247
11229,2011,2546,6.781068342
11229,2012,2313,8.157976654
11229,2013,2762,7.44384504
11229,2014,3619,8.427908262
11229,2015,4144,9.388682432
11229,2016,4929,10.32686143
11229,2017,5527,8.850081418
11229,2018,5417,8.666143622
11230,2010,838,5.078281623
11230,2011,3102,6.182140554
11230,2012,3138,7.977565328
11230,2013,3370,7.200267062
11230,2014,4757,7.298591549
11230,2015,5659,9.270436473
11230,2016,6196,9.447417689
11230,2017,6918,8.692382191
11230,2018,7232,8.665265487
11231,2010,326,5.753067485
11231,2011,1095,6.263378995
11231,2012,1036,6.006949807
11231,2013,1472,5.16548913
11231,2014,1606,4.934246575
11231,2015,2065,5.996174334
11231,2016,2578,6.011636928
11231,2017,2619,5.472088583
11231,2018,2434,5.048479869
11232,2010,195,4.794358974
11232,2011,930,6.432795699
11232,2012,1152,6.742534722
11232,2013,1345,6.112416357
11232,2014,1953,7.873323093
11232,2015,2394,9.699164578
11232,2016,2251,9.889071524
11232,2017,2651,8.743078084
11232,2018,2351,9.243002977
11233,2010,361,5.52132964
11233,2011,1857,6.514162628
11233,2012,2147,7.731858407
11233,2013,2715,6.853664825
11233,2014,3819,7.106101074
11233,2015,4459,7.325857816
11233,2016,5241,6.91278382
11233,2017,6279,6.224175824
11233,2018,6347,6.45024421
11234,2010,741,5.91659919
11234,2011,2966,6.62862441
11234,2012,3162,7.003826692
11234,2013,3992,6.85242986
11234,2014,5387,6.613736774
11234,2015,6780,8.074631268
11234,2016,8451,8.049579931
11234,2017,9227,9.004996207
11234,2018,7733,7.800012932
11235,2010,623,5.826805778
11235,2011,2376,7.268181818
11235,2012,2341,7.722511747
11235,2013,2609,7.561364507
11235,2014,3832,7.621998956
11235,2015,4776,9.357705193
11235,2016,5741,10.04920746
11235,2017,5949,8.878635065
11235,2018,5757,8.639082856
11236,2010,672,5.30952381
11236,2011,2943,5.499558274
11236,2012,3285,6.297047184
11236,2013,3276,6.265018315
11236,2014,4268,7.293603561
11236,2015,5648,7.912588527
11236,2016,6801,8.979017792
11236,2017,7512,8.52048722
11236,2018,6523,8.336348306
11237,2010,508,5.18484252
11237,2011,2058,5.512001944
11237,2012,2396,6.79236227
11237,2013,3159,5.922602089
11237,2014,4421,5.594413029
11237,2015,5801,5.744457852
11237,2016,7463,6.522685247
11237,2017,8364,5.676745576
11237,2018,7076,6.72338892
11238,2010,571,6.173380035
11238,2011,2799,5.984744552
11238,2012,2907,6.300963192
11238,2013,4046,6.229238754
11238,2014,5423,6.018956297
11238,2015,6466,6.519161769
11238,2016,7484,6.27413148
11238,2017,7481,5.942186873
11238,2018,7403,6.953964609
11239,2010,25,11.552
11239,2011,61,5.27704918
11239,2012,63,5.536507937
11239,2013,70,6.552857143
11239,2014,211,7.156872038
11239,2015,299,6.762207358
11239,2016,251,9.412350598
11239,2017,311,7.204180064
11239,2018,399,7.0160401
11241,2014,4,1.525
11241,2017,2,10.8
11242,2013,1,5
11242,2014,3,11.53333333
11242,2015,1,0.6
11242,2016,2,8.7
11242,2018,1,1.7
11243,2011,2,9.2
11249,2012,1090,5.368256881
11249,2013,2008,5.903286853
11249,2014,2314,6.001598963
11249,2015,2699,7.137865876
11249,2016,3535,7.375954738
11249,2017,3483,6.354694229
11249,2018,3272,5.914853301
11251,2013,1,0.1
11251,2014,6,1.65
11251,2015,3,0.266666667
11251,2016,11,2.663636364
11251,2017,4,1.2
11251,2018,1,0.5
11354,2010,384,3.486197917
11354,2011,1224,4.295424837
11354,2012,1175,5.032
11354,2013,1771,5.994240542
11354,2014,1897,5.298365841
11354,2015,2437,6.45207222
11354,2016,2601,5.739100346
11354,2017,3318,5.269318867
11354,2018,3047,5.55904168
11355,2010,483,3.988198758
11355,2011,1840,4.073913043
11355,2012,1919,5.576706618
11355,2013,2235,5.814138702
11355,2014,2835,5.7464903
11355,2015,3670,6.257384196
11355,2016,4892,6.118806214
11355,2017,5145,5.444761905
11355,2018,5259,6.109412436
11356,2010,265,3.997735849
11356,2011,1009,4.204360753
11356,2012,893,5.54300112
11356,2013,1149,6.0102698
11356,2014,1796,5.68357461
11356,2015,1970,6.717360406
11356,2016,2556,6.250938967
11356,2017,3057,5.689303238
11356,2018,2848,6.146418539
11357,2010,222,3.335585586
11357,2011,750,4.432266667
11357,2012,838,5.536396181
11357,2013,996,5.81626506
11357,2014,1262,5.93296355
11357,2015,1709,7.109947338
11357,2016,1952,6.434016393
11357,2017,2415,5.695983437
11357,2018,2260,6.165442478
11358,2010,297,4.381481481
11358,2011,1149,4.720974761
11358,2012,1014,5.643195266
11358,2013,1175,5.781021277
11358,2014,1758,5.848350398
11358,2015,2214,6.425745257
11358,2016,2187,6.126245999
11358,2017,2336,5.592294521
11358,2018,2444,6.095171849
11359,2013,2,1.15
11359,2014,1,0.7
11359,2016,2,3.15
11359,2017,5,4.5
11359,2018,4,5.975
11360,2010,88,3.072727273
11360,2011,418,4.856220096
11360,2012,270,6.066296296
11360,2013,392,6.54005102
11360,2014,409,5.856968215
11360,2015,523,5.735564054
11360,2016,670,5.671492537
11360,2017,625,6.06224
11360,2018,753,6.098007968
11361,2010,152,4.570394737
11361,2011,570,4.672631579
11361,2012,613,5.737030995
11361,2013,725,5.166482759
11361,2014,906,5.061699779
11361,2015,1288,5.195962733
11361,2016,1529,5.197841727
11361,2017,1785,5.232717087
11361,2018,1795,5.899052925
11362,2010,49,5.726530612
11362,2011,253,4.172727273
11362,2012,270,6.536296296
11362,2013,342,5.318421053
11362,2014,488,5.834631148
11362,2015,489,5.045807771
11362,2016,635,4.965511811
11362,2017,639,5.050391236
11362,2018,661,5.645688351
11363,2010,35,5.037142857
11363,2011,169,5.346153846
11363,2012,145,6.149655172
11363,2013,204,5.534803922
11363,2014,250,5.1784
11363,2015,358,4.918994413
11363,2016,372,5.649193548
11363,2017,349,5.63008596
11363,2018,386,6.01865285
11364,2010,126,3.947619048
11364,2011,428,5.018691589
11364,2012,398,5.511557789
11364,2013,537,5.867411546
11364,2014,740,5.66027027
11364,2015,894,5.142170022
11364,2016,1035,5.678743961
11364,2017,1267,6.004025257
11364,2018,1385,6.130830325
11365,2010,258,6.819379845
11365,2011,916,7.664519651
11365,2012,891,7.692255892
11365,2013,1269,7.893065406
11365,2014,1615,6.276099071
11365,2015,1690,7.253905325
11365,2016,2283,7.579369251
11365,2017,2729,6.944961524
11365,2018,2655,7.121958569
11366,2010,86,7.140697674
11366,2011,389,8.18688946
11366,2012,397,8.221914358
11366,2013,438,8.545890411
11366,2014,742,6.250269542
11366,2015,1804,6.176773836
11366,2016,1902,6.574605678
11366,2017,4103,3.528735072
11366,2018,5385,3.859071495
11367,2010,235,6.914893617
11367,2011,891,6.979461279
11367,2012,816,7.483578431
11367,2013,977,7.893039918
11367,2014,1647,5.595021251
11367,2015,1567,7.900701978
11367,2016,1976,8.1673583
11367,2017,2352,6.774872449
11367,2018,2161,6.531374364
11368,2010,895,3.87273743
11368,2011,3031,4.260475091
11368,2012,3562,5.121982033
11368,2013,4403,5.283761072
11368,2014,5955,5.259277918
11368,2015,7576,6.608579725
11368,2016,9087,6.534653901
11368,2017,9920,7.092641129
11368,2018,8513,7.26911782
11369,2010,423,4.548463357
11369,2011,1630,5.214110429
11369,2012,1719,5.642873764
11369,2013,2104,5.217062738
11369,2014,2671,5.168214152
11369,2015,3222,6.512352576
11369,2016,3625,6.776165517
11369,2017,4147,8.635447311
11369,2018,3504,6.904109589
11370,2010,193,5.501554404
11370,2011,812,5.164655172
11370,2012,880,5.498977273
11370,2013,1178,5.839303905
11370,2014,1624,6.003263547
11370,2015,1827,6.953913519
11370,2016,1853,7.57722612
11370,2017,2185,8.320183066
11370,2018,2532,7.476777251
11371,2011,3,2.066666667
11371,2012,1,0.2
11371,2013,1,0.5
11371,2014,2,2.45
11371,2015,2,12.25
11371,2016,11,6.636363636
11371,2017,2,7.25
11372,2010,618,5.076375405
11372,2011,1777,5.447158132
11372,2012,2020,5.506089109
11372,2013,2356,5.850976231
11372,2014,3574,5.900167879
11372,2015,3538,6.333295647
11372,2016,3819,6.768918565
11372,2017,4359,8.306285845
11372,2018,4089,7.045121056
11373,2010,687,3.601746725
11373,2011,2315,4.028207343
11373,2012,2918,4.88601782
11373,2013,3350,5.011223881
11373,2014,4268,5.540065604
11373,2015,5130,6.684502924
11373,2016,5647,6.690366566
11373,2017,6658,6.446350255
11373,2018,6316,7.447815073
11374,2010,331,3.154380665
11374,2011,1144,4.231818182
11374,2012,1178,4.481833616
11374,2013,1663,4.476608539
11374,2014,1908,5.808490566
11374,2015,2462,7.131844029
11374,2016,2831,8.025150124
11374,2017,3165,10.78492891
11374,2018,2731,10.5848041
11375,2010,557,3.417055655
11375,2011,1587,4.182356648
11375,2012,1455,4.429965636
11375,2013,1793,4.688455103
11375,2014,2328,5.413659794
11375,2015,3066,6.726712329
11375,2016,2976,7.801545699
11375,2017,3849,10.16552351
11375,2018,3385,10.85125554
11377,2010,964,5.818153527
11377,2011,3029,6.2579069
11377,2012,3315,6.695535445
11377,2013,3369,7.384060552
11377,2014,4824,8.024274461
11377,2015,6155,9.70224208
11377,2016,6335,10.53103394
11377,2017,7764,9.704134467
11377,2018,6716,10.27866289
11378,2010,413,6.222033898
11378,2011,1893,6.99693608
11378,2012,1700,8.987941176
11378,2013,1986,7.285347432
11378,2014,2845,8.711001757
11378,2015,3581,9.111170064
11378,2016,4901,9.743134054
11378,2017,5386,11.67994801
11378,2018,5499,8.876395708
11379,2010,337,4.937982196
11379,2011,1317,6.477676538
11379,2012,1241,9.064544722
11379,2013,1575,7.816253968
11379,2014,1947,8.773343606
11379,2015,2722,9.02468773
11379,2016,3017,9.501392111
11379,2017,3784,11.51778541
11379,2018,3870,8.937390181
11385,2010,1085,5.552534562
11385,2011,3717,6.13874092
11385,2012,3575,8.591832168
11385,2013,4337,7.085058796
11385,2014,6109,8.365804551
11385,2015,8420,8.503705463
11385,2016,11193,8.790610203
11385,2017,12454,10.68746587
11385,2018,12331,7.817557376
11411,2010,77,8.903896104
11411,2011,432,7.371759259
11411,2012,687,5.903784571
11411,2013,576,5.943229167
11411,2014,696,7.527873563
11411,2015,833,9.056182473
11411,2016,851,9.779318449
11411,2017,1015,8.75044335
11411,2018,1006,7.562127237
11412,2010,214,7.237383178
11412,2011,919,7.688465724
11412,2012,984,8.235264228
11412,2013,1038,7.37061657
11412,2014,1467,6.564417178
11412,2015,1704,7.35
11412,2016,1943,7.75265054
11412,2017,2388,7.055695142
11412,2018,2086,6.75105465
11413,2010,188,8.307446809
11413,2011,918,8.024836601
11413,2012,993,8.121651561
11413,2013,1049,6.805719733
11413,2014,1395,7.886164875
11413,2015,1695,9.170855457
11413,2016,1946,9.339516958
11413,2017,2445,9.053210634
11413,2018,2267,7.828760476
11414,2010,129,5.357364341
11414,2011,595,7.029915966
11414,2012,666,8.288738739
11414,2013,720,8.539444444
11414,2014,1223,6.869501226
11414,2015,1474,8.285753053
11414,2016,1900,8.042947368
11414,2017,1946,7.063001028
11414,2018,1767,6.520939445
11415,2010,282,5.557801418
11415,2011,999,5.52952953
11415,2012,817,6.268298654
11415,2013,852,6.338028169
11415,2014,1372,5.841690962
11415,2015,1781,6.930656934
11415,2016,1897,7.912440696
11415,2017,1610,8.401552795
11415,2018,1412,7.369475921
11416,2010,220,5.407727273
11416,2011,991,5.663773966
11416,2012,1196,5.900250836
11416,2013,1486,5.874899058
11416,2014,2026,5.738598223
11416,2015,2615,8.094952199
11416,2016,3293,8.432675372
11416,2017,3670,8.531716621
11416,2018,3801,8.132228361
11417,2010,258,5.969379845
11417,2011,1256,6.934156051
11417,2012,1207,7.225434963
11417,2013,1424,7.719382022
11417,2014,2193,6.469174647
11417,2015,2523,7.976813317
11417,2016,3049,8.116267629
11417,2017,3863,6.832539477
11417,2018,4090,6.758239609
11418,2010,411,5.004379562
11418,2011,1589,5.272309629
11418,2012,1574,5.963913596
11418,2013,1826,6.319167579
11418,2014,2687,6.102828433
11418,2015,3262,7.975137952
11418,2016,4031,8.768196477
11418,2017,4890,8.973742331
11418,2018,4395,7.663572241
11419,2010,552,5.475724638
11419,2011,2270,5.769911894
11419,2012,2465,6.619513185
11419,2013,2864,6.752932961
11419,2014,4455,6.04285073
11419,2015,5247,7.839565466
11419,2016,5841,8.051155624
11419,2017,6731,7.607651166
11419,2018,6673,6.89313652
11420,2010,388,5.596134021
11420,2011,2089,6.75342269
11420,2012,2195,7.223006834
11420,2013,2404,7.747628952
11420,2014,3497,6.487903918
11420,2015,4503,7.713924051
11420,2016,5309,8.000489734
11420,2017,6158,6.66823644
11420,2018,5843,6.333698443
11421,2010,415,5.600240964
11421,2011,1732,5.500923788
11421,2012,1829,5.995297977
11421,2013,2350,6.104595745
11421,2014,3364,6.198156956
11421,2015,4353,8.107121525
11421,2016,5061,8.681367319
11421,2017,6130,8.455220228
11421,2018,5889,7.784836135
11422,2010,172,9.245930233
11422,2011,676,8.35147929
11422,2012,740,7.899054054
11422,2013,765,7.633594771
11422,2014,1187,8.403875316
11422,2015,1436,9.25362117
11422,2016,1434,9.182217573
11422,2017,1565,9.598210863
11422,2018,1798,7.972302558
11423,2010,253,6.327667984
11423,2011,1056,6.658901515
11423,2012,1009,7.287115956
11423,2013,1060,7.376981132
11423,2014,1798,6.498832036
11423,2015,1908,6.585587002
11423,2016,2067,7.147605225
11423,2017,2257,5.889100576
11423,2018,2307,5.995882098
11426,2010,97,7.288659794
11426,2011,461,7.245770065
11426,2012,320,8.4775
11426,2013,398,6.800502513
11426,2014,498,8.014859438
11426,2015,614,9.046905537
11426,2016,762,9.916535433
11426,2017,1105,8.995294118
11426,2018,911,8.156641054
11427,2010,115,5.353043478
11427,2011,467,7.036188437
11427,2012,477,7.618867925
11427,2013,519,6.594797688
11427,2014,723,7.379253112
11427,2015,1033,8.369603098
11427,2016,1234,8.941166937
11427,2017,1311,7.72791762
11427,2018,1009,8.210406343
11428,2010,136,8.353676471
11428,2011,504,7.531746032
11428,2012,523,8.158699809
11428,2013,536,6.032649254
11428,2014,1033,8.231655373
11428,2015,1194,10.02906198
11428,2016,1367,9.332845647
11428,2017,1345,9.162973978
11428,2018,1444,7.941551247
11429,2010,127,9.085826772
11429,2011,533,7.611819887
11429,2012,598,8.149665552
11429,2013,638,6.759404389
11429,2014,1046,7.538910134
11429,2015,1261,9.826566217
11429,2016,1307,10.15049732
11429,2017,1508,9.063594164
11429,2018,1485,8.545858586
11430,2010,1,8.4
11430,2011,8,6.225
11430,2012,14,8.55
11430,2013,21,5.10952381
11430,2014,29,5.162068966
11430,2015,30,4.87
11430,2016,31,6.503225806
11430,2017,66,5.818181818
11430,2018,73,4.290410959
11432,2010,495,6.168282828
11432,2011,1586,7.033795712
11432,2012,1813,7.701709873
11432,2013,1903,7.854965843
11432,2014,2259,6.099070385
11432,2015,3187,6.85359272
11432,2016,3361,7.933799464
11432,2017,3602,6.709938923
11432,2018,5155,5.218060136
11433,2010,304,6.376315789
11433,2011,1118,7.344543828
11433,2012,1263,7.612509897
11433,2013,1280,7.11015625
11433,2014,2022,6.58140455
11433,2015,2443,7.220794106
11433,2016,2921,7.692502568
11433,2017,3497,6.605690592
11433,2018,3549,6.131839955
11434,2010,324,7.544135802
11434,2011,1475,8.106033898
11434,2012,1644,8.297323601
11434,2013,1684,7.351603325
11434,2014,2422,6.300289017
11434,2015,2841,8.245828933
11434,2016,3621,8.018696493
11434,2017,3972,7.581696878
11434,2018,4198,6.75247737
11435,2010,481,5.664033264
11435,2011,1941,7.127717671
11435,2012,1815,7.511460055
11435,2013,2157,7.166156699
11435,2014,2799,6.476277242
11435,2015,3601,7.675090253
11435,2016,4125,7.892193939
11435,2017,4642,6.859586385
11435,2018,4614,6.666471608
11436,2010,162,8.310493827
11436,2011,782,7.622378517
11436,2012,721,9.143134535
11436,2013,839,7.350178784
11436,2014,1162,6.293889845
11436,2015,1629,7.589686924
11436,2016,1854,7.908737864
11436,2017,1956,7.548824131
11436,2018,2074,7.204966249
11451,2015,1,8.6
11691,2010,269,5.10669145
11691,2011,1153,5.339982654
11691,2012,997,5.725175527
11691,2013,1170,5.041965812
11691,2014,1962,5.305861366
11691,2015,2197,5.723304506
11691,2016,2832,5.322210452
11691,2017,3376,5.250740521
11691,2018,3349,4.71054046
11692,2010,74,4.368918919
11692,2011,322,4.245031056
11692,2012,353,4.397167139
11692,2013,307,4.226384365
11692,2014,563,4.771758437
11692,2015,544,4.853676471
11692,2016,997,5.00220662
11692,2017,945,4.818095238
11692,2018,790,4.775189873
11693,2010,46,3.739130435
11693,2011,284,4.283802817
11693,2012,325,4.437846154
11693,2013,521,4.530518234
11693,2014,641,3.82074883
11693,2015,703,4.395874822
11693,2016,917,4.793784079
11693,2017,1184,4.021114865
11693,2018,1011,4.919683482
11694,2010,76,3.960526316
11694,2011,387,4.333333333
11694,2012,408,4.804166667
11694,2013,553,4.278119349
11694,2014,832,3.638100962
11694,2015,1266,4.145023697
11694,2016,1394,4.332639885
11694,2017,1561,3.601345291
11694,2018,1354,4.485155096
11695,2015,3,1.866666667
11695,2016,3,1.933333333
11695,2017,2,1.5
11695,2018,1,13
11697,2010,0,0
11697,2011,12,2.858333333
11697,2012,18,4.977777778
11697,2013,2,1.35
11697,2014,16,6.1375
11697,2015,35,6.32
11697,2016,19,3.515789474
11697,2017,43,3.669767442
11697,2018,69,2.224637681